ID,Segment ID,Roadway Name,From,To,Direction,Date,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM
322,151664,Woodhaven Boulevard Service Road,97 Avenue,101 Avenue,SB,01/20/2018,105,72,49,40,42,45,73,119,155,200,218,247,245,262,262,289,272,285,288,268,204,176,166,126
323,176365,Bedford Park Boulevard Main Road,Grand Concourse,Valentine Avenue,NB,01/20/2018,79,69,62,58,57,53,92,94,205,200,189,215,290,241,263,317,290,255,220,250,182,163,143,109
323,176365,Bedford Park Boulevard Main Road,Grand Concourse,Valentine Avenue,SB,01/20/2018,123,125,78,66,55,66,69,107,148,174,177,192,233,243,286,296,321,289,282,255,281,243,205,180
323,154787,Bedford Park Boulevard  Service Road,Grand Concourse,Valentine Avenue,NB,01/20/2018,136,88,57,61,51,72,79,129,163,176,237,251,288,311,331,316,338,315,298,260,260,185,192,170
323,154501,Bedford Park Boulevard  Service Road,Grand Concourse,Valentine Avenue,SB,01/20/2018,131,95,67,80,73,59,116,114,194,197,192,216,358,299,301,278,364,323,269,270,232,225,192,272
324,107111,Southern Boulevard,East 163 Street,Aldus Street,NB,01/20/2018,160,114,92,50,63,77,90,172,248,292,321,356,326,390,396,414,438,425,380,309,311,264,205,174
324,107111,Southern Boulevard,East 163 Street,Aldus Street,SB,01/20/2018,161,110,111,76,100,111,109,156,210,252,273,320,269,277,287,330,280,338,301,276,296,272,195,176
325,101621,Douglaston Parkway,Maryland Road,Van Zandt Avenue,NB,01/20/2018,38,21,10,16,9,25,30,74,159,249,246,231,288,268,253,275,284,282,218,216,147,109,90,70
325,101621,Douglaston Parkway,Maryland Road,Van Zandt Avenue,SB,01/20/2018,74,31,22,12,8,15,39,84,195,263,348,339,383,475,472,438,369,357,380,235,169,154,125,87
317,69696,River Avenue,East 150 Street,East 151 Street,NB,01/21/2018,83,62,34,41,35,28,38,42,73,117,120,189,229,260,284,325,304,262,216,200,157,145,104,75
317,69696,River Avenue,East 150 Street,East 151 Street,SB,01/21/2018,55,34,23,21,24,21,30,44,64,91,105,146,165,180,220,243,222,205,170,179,137,118,88,64
318,70607,East 163 Street,EAGLE Avenue,CAULDWELL Avenue,EB,01/21/2018,319,252,227,183,182,123,133,193,226,260,377,414,446,516,552,541,490,526,527,448,382,321,283,190
318,70607,East 163 Street,EAGLE Avenue,CAULDWELL Avenue,WB,01/21/2018,328,264,225,174,155,125,119,170,180,213,321,308,377,419,450,497,502,461,429,406,373,343,272,214
319,78940,East 174 Street,Hoe Avenue,Vyse Avenue,EB,01/21/2018,126,80,71,64,57,34,59,83,122,163,228,244,249,210,255,274,315,271,242,218,166,151,99,93
319,78940,East 174 Street,Hoe Avenue,Vyse Avenue,WB,01/21/2018,113,86,71,63,56,40,31,50,98,108,188,186,198,245,267,243,265,240,219,194,143,130,103,86
320,69836,East 149 Street,Park Avenue,Morris Avenue,EB,01/21/2018,171,136,140,51,70,36,63,121,127,196,230,222,323,389,434,472,421,367,331,279,240,129,142,131
320,69836,East 149 Street,Park Avenue,Morris Avenue,WB,01/21/2018,320,249,233,161,168,150,122,181,196,276,326,353,435,490,525,524,516,470,437,415,344,307,304,204
321,111203,Exterior Street/135 Street,3 Avenue,East 138 Street,SB,01/21/2018,849,607,520,443,406,452,568,634,667,796,843,911,1027,1180,1354,1462,1328,1256,1255,1166,1007,910,809,638
322,151663,Woodhaven Boulevard Main Road,97 Avenue,101 Avenue,NB,01/21/2018,553,389,334,277,294,232,264,274,333,482,575,709,835,868,967,1060,1228,1157,1008,808,698,550,443,372
322,156005,Woodhaven Boulevard Main Road,97 Avenue,101 Avenue,SB,01/21/2018,495,360,285,196,220,186,220,307,380,529,651,850,897,1057,1135,1284,1171,1086,972,916,780,591,524,356
322,151662,Woodhaven Boulevard Service Road,97 Avenue,101 Avenue,NB,01/21/2018,245,152,110,103,130,91,115,156,162,198,252,372,390,421,387,380,407,428,374,311,271,195,167,145
322,151664,Woodhaven Boulevard Service Road,97 Avenue,101 Avenue,SB,01/21/2018,118,61,43,59,47,41,45,63,97,119,161,171,234,290,263,303,309,232,222,182,186,126,114,75
323,176365,Bedford Park Boulevard Main Road,Grand Concourse,Valentine Avenue,NB,01/21/2018,91,106,65,69,76,60,59,66,73,125,162,154,186,262,228,223,186,187,179,171,137,125,109,77
323,176365,Bedford Park Boulevard Main Road,Grand Concourse,Valentine Avenue,SB,01/21/2018,138,121,124,91,92,72,83,75,88,134,128,142,219,216,231,258,284,232,242,231,217,156,160,123
323,154787,Bedford Park Boulevard  Service Road,Grand Concourse,Valentine Avenue,NB,01/21/2018,133,86,73,56,64,77,59,89,95,119,168,169,213,198,233,227,235,229,234,195,157,116,117,106
323,154501,Bedford Park Boulevard  Service Road,Grand Concourse,Valentine Avenue,SB,01/21/2018,139,131,80,88,92,71,66,87,105,133,172,143,199,254,256,267,294,274,256,233,173,144,120,120
324,107111,Southern Boulevard,East 163 Street,Aldus Street,NB,01/21/2018,147,127,63,73,82,66,88,85,116,156,221,251,291,235,353,363,359,318,283,218,207,189,144,106
324,107111,Southern Boulevard,East 163 Street,Aldus Street,SB,01/21/2018,188,138,105,89,87,85,88,106,145,167,211,180,262,244,230,141,172,208,226,230,211,168,119,118
325,101621,Douglaston Parkway,Maryland Road,Van Zandt Avenue,NB,01/21/2018,47,29,21,12,12,11,16,55,76,155,176,267,239,246,254,247,252,214,179,148,121,67,63,37
325,101621,Douglaston Parkway,Maryland Road,Van Zandt Avenue,SB,01/21/2018,67,27,11,22,14,18,22,57,120,193,220,302,320,449,406,472,362,325,258,224,133,121,64,42
317,69696,River Avenue,East 150 Street,East 151 Street,NB,01/22/2018,44,32,20,23,28,31,64,169,236,250,233,186,228,229,247,284,349,311,258,191,175,101,76,59
317,69696,River Avenue,East 150 Street,East 151 Street,SB,01/22/2018,28,11,11,7,19,46,81,207,162,130,150,165,182,167,187,195,205,191,160,179,151,108,72,37
318,70607,East 163 Street,EAGLE Avenue,CAULDWELL Avenue,EB,01/22/2018,136,137,90,73,119,171,318,614,642,499,466,475,463,481,553,602,697,696,494,445,381,287,250,263
318,70607,East 163 Street,EAGLE Avenue,CAULDWELL Avenue,WB,01/22/2018,156,109,87,104,89,189,300,587,630,453,454,444,463,469,509,547,606,667,499,400,329,286,241,227
319,78940,East 174 Street,Hoe Avenue,Vyse Avenue,EB,01/22/2018,64,47,24,30,39,75,132,231,264,280,265,277,319,294,294,278,276,312,277,225,153,110,89,45
319,78940,East 174 Street,Hoe Avenue,Vyse Avenue,WB,01/22/2018,59,29,22,16,27,51,198,390,363,324,272,322,344,346,374,370,318,309,273,255,203,157,109,84
320,69836,East 149 Street,Park Avenue,Morris Avenue,EB,01/22/2018,121,125,108,97,110,197,555,844,786,723,629,637,585,678,721,779,755,766,714,649,513,399,311,284
320,69836,East 149 Street,Park Avenue,Morris Avenue,WB,01/22/2018,207,132,117,91,117,220,449,709,793,671,630,693,596,669,704,703,689,623,521,490,395,309,286,309
321,111203,Exterior Street/135 Street,3 Avenue,East 138 Street,SB,01/22/2018,465,300,259,280,498,866,1034,1137,1158,1133,995,1139,1067,1156,1280,1279,1216,1147,1258,1222,955,1280,1126,914
322,151663,Woodhaven Boulevard Main Road,97 Avenue,101 Avenue,NB,01/22/2018,256,152,107,111,155,295,656,1094,1108,853,804,854,882,1039,1448,1527,1509,1596,1535,1306,957,699,583,448
322,156005,Woodhaven Boulevard Main Road,97 Avenue,101 Avenue,SB,01/22/2018,274,141,95,107,159,270,685,1052,1102,867,810,840,853,1003,1408,1658,1547,1727,1605,1160,844,635,529,361
322,151662,Woodhaven Boulevard Service Road,97 Avenue,101 Avenue,NB,01/22/2018,69,48,29,26,35,88,236,377,486,357,307,368,375,403,582,696,532,556,528,471,380,258,173,128
322,151664,Woodhaven Boulevard Service Road,97 Avenue,101 Avenue,SB,01/22/2018,49,22,20,21,30,88,223,313,327,227,214,221,223,257,293,369,337,346,309,249,175,117,115,72
323,176365,Bedford Park Boulevard Main Road,Grand Concourse,Valentine Avenue,NB,01/22/2018,54,41,30,33,41,74,162,266,304,284,200,254,218,236,293,316,329,295,209,175,161,118,88,76
323,176365,Bedford Park Boulevard Main Road,Grand Concourse,Valentine Avenue,SB,01/22/2018,73,72,51,45,55,67,118,232,241,241,206,248,251,228,271,291,389,369,312,240,193,141,129,95
323,154787,Bedford Park Boulevard  Service Road,Grand Concourse,Valentine Avenue,NB,01/22/2018,81,52,35,30,30,74,281,410,401,346,295,288,279,286,290,373,352,364,299,214,203,153,118,81
323,154501,Bedford Park Boulevard  Service Road,Grand Concourse,Valentine Avenue,SB,01/22/2018,92,60,43,30,63,90,182,358,335,299,274,285,305,292,437,500,506,559,376,341,304,227,151,126
324,107111,Southern Boulevard,East 163 Street,Aldus Street,NB,01/22/2018,88,77,45,37,36,94,131,298,315,340,326,336,334,301,314,346,407,450,322,312,220,173,163,110
324,107111,Southern Boulevard,East 163 Street,Aldus Street,SB,01/22/2018,108,78,63,58,87,163,260,371,381,313,299,283,224,184,177,180,188,281,240,266,236,169,138,117
325,101621,Douglaston Parkway,Maryland Road,Van Zandt Avenue,NB,01/22/2018,21,10,6,11,12,58,295,610,418,194,187,179,167,191,312,232,256,299,289,188,136,102,63,29
325,101621,Douglaston Parkway,Maryland Road,Van Zandt Avenue,SB,01/22/2018,29,13,11,3,18,39,95,381,575,323,202,221,200,249,423,486,565,614,490,389,198,127,75,38
317,69696,River Avenue,East 150 Street,East 151 Street,NB,01/23/2018,45,24,11,10,19,35,87,152,258,224,218,265,228,244,262,336,396,392,307,178,177,103,75,85
317,69696,River Avenue,East 150 Street,East 151 Street,SB,01/23/2018,33,13,19,7,15,35,99,188,162,130,150,165,230,190,161,210,210,204,163,175,136,94,69,48
318,70607,East 163 Street,EAGLE Avenue,CAULDWELL Avenue,EB,01/23/2018,164,103,86,79,101,175,282,586,662,524,479,497,505,422,491,553,630,637,547,488,397,459,259,210
318,70607,East 163 Street,EAGLE Avenue,CAULDWELL Avenue,WB,01/23/2018,119,86,86,66,100,187,307,555,627,486,489,498,501,470,535,525,527,585,534,412,345,342,255,242
319,78940,East 174 Street,Hoe Avenue,Vyse Avenue,EB,01/23/2018,27,25,15,11,22,74,94,235,276,281,276,297,302,303,322,270,309,295,266,222,161,112,83,62
319,78940,East 174 Street,Hoe Avenue,Vyse Avenue,WB,01/23/2018,69,39,37,25,36,57,237,406,340,434,238,238,251,348,415,334,331,391,258,229,192,190,93,93
320,69836,East 149 Street,Park Avenue,Morris Avenue,EB,01/23/2018,219,151,116,83,109,222,579,872,762,669,625,624,469,665,740,727,746,747,777,663,556,425,336,260
320,69836,East 149 Street,Park Avenue,Morris Avenue,WB,01/23/2018,278,185,151,117,125,133,442,693,694,706,572,595,565,545,610,612,641,570,535,450,381,338,274,278
321,111203,Exterior Street/135 Street,3 Avenue,East 138 Street,SB,01/23/2018,572,362,258,243,526,964,1004,1117,1200,1023,880,1053,1177,1182,1207,1137,1497,1208,1180,1111,1132,1094,987,724
322,151663,Woodhaven Boulevard Main Road,97 Avenue,101 Avenue,NB,01/23/2018,347,166,134,117,172,329,697,1051,1094,1069,967,905,913,1010,1320,1541,1476,1546,1493,1368,990,707,585,486
322,156005,Woodhaven Boulevard Main Road,97 Avenue,101 Avenue,SB,01/23/2018,320,173,116,121,162,292,702,1082,1084,874,834,798,823,1018,1321,1504,1625,1551,1413,1123,851,715,550,423
322,151662,Woodhaven Boulevard Service Road,97 Avenue,101 Avenue,NB,01/23/2018,103,53,37,25,77,151,377,523,511,385,367,436,417,453,553,581,497,521,572,425,379,236,194,136
322,151664,Woodhaven Boulevard Service Road,97 Avenue,101 Avenue,SB,01/23/2018,61,32,16,20,30,82,217,305,318,251,197,228,230,270,308,335,332,314,413,248,180,137,110,82
323,176365,Bedford Park Boulevard Main Road,Grand Concourse,Valentine Avenue,NB,01/23/2018,28,32,18,36,35,73,172,274,327,310,230,270,273,255,302,388,411,311,263,214,153,134,101,76
323,176365,Bedford Park Boulevard Main Road,Grand Concourse,Valentine Avenue,SB,01/23/2018,80,58,34,17,37,69,132,223,252,249,252,229,230,258,296,311,382,404,348,244,217,189,130,94
323,154787,Bedford Park Boulevard  Service Road,Grand Concourse,Valentine Avenue,NB,01/23/2018,61,47,30,30,29,80,237,395,411,356,252,257,262,302,317,359,365,375,318,246,164,106,107,112
323,154501,Bedford Park Boulevard  Service Road,Grand Concourse,Valentine Avenue,SB,01/23/2018,91,76,46,40,70,100,204,442,444,349,271,368,359,310,344,391,376,386,328,277,174,122,117,115
324,107111,Southern Boulevard,East 163 Street,Aldus Street,NB,01/23/2018,96,83,36,36,39,82,138,253,356,344,322,323,359,402,369,422,371,401,369,277,225,178,127,128
324,107111,Southern Boulevard,East 163 Street,Aldus Street,SB,01/23/2018,104,74,56,55,92,167,257,386,373,345,344,247,254,302,355,352,339,331,323,287,211,202,135,115
325,101621,Douglaston Parkway,Maryland Road,Van Zandt Avenue,NB,01/23/2018,14,11,5,10,16,59,451,753,432,265,158,180,205,198,308,256,698,688,357,216,167,97,66,56
325,101621,Douglaston Parkway,Maryland Road,Van Zandt Avenue,SB,01/23/2018,25,14,11,6,17,38,112,353,634,417,214,194,254,272,434,509,590,627,461,367,190,152,87,53
317,69696,River Avenue,East 150 Street,East 151 Street,NB,01/24/2018,50,44,17,21,25,41,77,151,239,256,289,221,231,226,244,271,302,352,271,192,156,131,134,165
317,69696,River Avenue,East 150 Street,East 151 Street,SB,01/24/2018,24,17,12,6,17,43,96,211,193,144,144,164,179,196,197,185,217,190,189,170,149,104,67,40
318,70607,East 163 Street,EAGLE Avenue,CAULDWELL Avenue,EB,01/24/2018,155,99,73,73,106,180,302,611,633,470,469,483,488,517,610,669,602,675,554,570,450,392,285,225
318,70607,East 163 Street,EAGLE Avenue,CAULDWELL Avenue,WB,01/24/2018,146,113,80,74,81,192,341,558,638,524,534,447,507,525,520,608,663,596,574,451,378,330,260,246
319,78940,East 174 Street,Hoe Avenue,Vyse Avenue,EB,01/24/2018,44,29,13,22,26,75,105,220,220,257,260,226,205,208,265,254,302,296,259,223,167,107,57,42
319,78940,East 174 Street,Hoe Avenue,Vyse Avenue,WB,01/24/2018,68,33,15,20,31,61,252,485,324,314,303,399,390,304,431,363,298,308,217,253,184,131,101,126
320,69836,East 149 Street,Park Avenue,Morris Avenue,EB,01/24/2018,224,171,134,90,117,233,566,821,765,647,673,638,640,610,585,700,649,643,645,537,400,275,228,251
320,69836,East 149 Street,Park Avenue,Morris Avenue,WB,01/24/2018,209,140,134,131,123,195,405,670,669,606,625,635,619,588,594,693,754,812,599,528,405,417,366,387
321,111203,Exterior Street/135 Street,3 Avenue,East 138 Street,SB,01/24/2018,557,296,254,265,463,882,924,1151,1194,1075,904,1056,1205,1366,1578,1696,2357,2438,2245,1903,1848,1635,1138,858
322,151663,Woodhaven Boulevard Main Road,97 Avenue,101 Avenue,NB,01/24/2018,319,244,149,146,185,305,674,1080,1046,992,795,827,897,1008,1430,1503,1619,1604,1484,1468,1154,784,639,482
322,156005,Woodhaven Boulevard Main Road,97 Avenue,101 Avenue,SB,01/24/2018,335,170,142,122,153,296,660,1084,1123,899,813,896,940,1098,1398,1504,1529,1852,1624,1352,931,713,597,458
322,151662,Woodhaven Boulevard Service Road,97 Avenue,101 Avenue,NB,01/24/2018,108,62,36,40,62,136,353,558,455,363,380,387,420,389,486,477,534,564,506,457,325,274,176,153
322,151664,Woodhaven Boulevard Service Road,97 Avenue,101 Avenue,SB,01/24/2018,58,35,24,18,33,88,215,300,270,249,230,210,269,279,330,345,346,328,327,252,157,152,113,78
323,176365,Bedford Park Boulevard Main Road,Grand Concourse,Valentine Avenue,NB,01/24/2018,61,44,25,29,53,86,188,316,328,291,244,210,230,293,294,363,372,328,306,184,166,140,106,62
323,176365,Bedford Park Boulevard Main Road,Grand Concourse,Valentine Avenue,SB,01/24/2018,70,57,36,30,42,49,112,223,271,247,243,246,245,206,248,263,372,389,316,286,200,175,155,104
323,154787,Bedford Park Boulevard  Service Road,Grand Concourse,Valentine Avenue,NB,01/24/2018,75,51,39,26,39,79,253,387,359,303,237,215,280,315,324,345,396,351,339,227,190,156,140,101
323,154501,Bedford Park Boulevard  Service Road,Grand Concourse,Valentine Avenue,SB,01/24/2018,72,36,38,31,50,103,236,359,404,258,214,226,275,285,340,404,451,416,370,412,373,288,155,110
324,107111,Southern Boulevard,East 163 Street,Aldus Street,NB,01/24/2018,90,62,51,26,42,77,161,231,287,274,283,296,325,335,152,0,536,561,391,400,385,263,220,186
324,107111,Southern Boulevard,East 163 Street,Aldus Street,SB,01/24/2018,102,73,44,50,102,181,304,367,379,302,332,328,247,235,247,307,292,285,327,282,264,234,125,134
325,101621,Douglaston Parkway,Maryland Road,Van Zandt Avenue,NB,01/24/2018,50,27,23,13,22,121,535,1092,751,420,348,379,364,351,511,409,423,462,365,223,157,97,69,55
325,101621,Douglaston Parkway,Maryland Road,Van Zandt Avenue,SB,01/24/2018,24,16,8,4,18,43,115,327,584,354,232,247,245,253,469,555,583,650,505,370,189,162,98,58
317,69696,River Avenue,East 150 Street,East 151 Street,NB,01/25/2018,102,31,20,17,17,28,84,171,248,233,225,182,272,234,252,299,342,333,301,215,184,190,73,0
317,69696,River Avenue,East 150 Street,East 151 Street,SB,01/25/2018,35,17,15,7,18,38,98,207,157,171,155,173,201,186,185,206,187,214,176,186,148,116,79,56
318,70607,East 163 Street,EAGLE Avenue,CAULDWELL Avenue,EB,01/25/2018,167,114,75,102,132,262,333,541,567,582,502,490,483,486,523,652,665,625,656,503,431,417,336,258
318,70607,East 163 Street,EAGLE Avenue,CAULDWELL Avenue,WB,01/25/2018,118,89,62,60,69,176,390,498,533,512,482,471,468,511,526,560,559,561,510,410,358,285,235,211
319,78940,East 174 Street,Hoe Avenue,Vyse Avenue,EB,01/25/2018,30,17,14,12,16,66,111,227,240,255,232,258,302,295,265,239,320,279,306,240,186,115,78,49
319,78940,East 174 Street,Hoe Avenue,Vyse Avenue,WB,01/25/2018,84,35,28,15,31,54,204,395,327,285,265,316,316,379,512,531,378,469,176,256,227,149,134,85
320,69836,East 149 Street,Park Avenue,Morris Avenue,EB,01/25/2018,161,102,63,34,60,122,455,720,662,301,435,573,550,537,584,721,693,683,646,489,355,275,211,169
320,69836,East 149 Street,Park Avenue,Morris Avenue,WB,01/25/2018,283,197,160,129,187,219,442,762,814,746,712,763,746,674,636,765,798,778,647,552,485,369,413,371
321,111203,Exterior Street/135 Street,3 Avenue,East 138 Street,SB,01/25/2018,566,310,246,283,465,848,968,1100,1238,1056,1020,1004,1132,1119,1187,1243,1222,1277,1180,1166,1047,1090,1044,892
322,151663,Woodhaven Boulevard Main Road,97 Avenue,101 Avenue,NB,01/25/2018,342,210,125,121,187,298,749,1094,1121,889,781,861,913,979,1366,1549,1541,1615,1361,1529,1188,901,695,524
322,156005,Woodhaven Boulevard Main Road,97 Avenue,101 Avenue,SB,01/25/2018,344,228,119,134,164,299,698,1050,1135,888,901,917,902,1212,1501,1670,1661,1757,1724,1309,1041,796,676,482
322,151662,Woodhaven Boulevard Service Road,97 Avenue,101 Avenue,NB,01/25/2018,103,45,40,38,51,144,374,500,465,376,343,364,415,402,497,541,508,578,489,498,375,325,187,146
322,151664,Woodhaven Boulevard Service Road,97 Avenue,101 Avenue,SB,01/25/2018,57,39,30,17,34,82,210,316,316,227,207,224,252,272,336,352,316,339,335,272,205,170,148,86
323,176365,Bedford Park Boulevard Main Road,Grand Concourse,Valentine Avenue,NB,01/25/2018,65,29,35,36,42,88,168,318,303,273,254,245,254,285,298,372,365,362,297,202,181,166,111,92
323,176365,Bedford Park Boulevard Main Road,Grand Concourse,Valentine Avenue,SB,01/25/2018,84,67,37,25,33,62,122,233,275,213,229,236,291,227,265,321,344,383,373,256,227,174,138,122
323,154787,Bedford Park Boulevard  Service Road,Grand Concourse,Valentine Avenue,NB,01/25/2018,83,44,36,26,44,89,262,402,418,317,291,289,299,290,318,357,381,366,296,251,190,168,125,102
323,154501,Bedford Park Boulevard  Service Road,Grand Concourse,Valentine Avenue,SB,01/25/2018,76,55,33,38,58,86,173,372,347,238,200,268,332,253,349,423,425,412,353,382,420,243,133,104
324,107111,Southern Boulevard,East 163 Street,Aldus Street,NB,01/25/2018,179,111,67,58,65,87,147,249,296,342,281,352,349,322,331,352,394,355,392,306,212,183,141,106
324,107111,Southern Boulevard,East 163 Street,Aldus Street,SB,01/25/2018,106,73,60,46,90,194,269,399,384,316,318,256,296,303,323,367,344,301,273,318,244,198,145,146
325,101621,Douglaston Parkway,Maryland Road,Van Zandt Avenue,NB,01/25/2018,24,6,11,9,11,59,305,619,498,218,177,212,264,389,603,567,627,802,637,402,346,215,124,51
325,101621,Douglaston Parkway,Maryland Road,Van Zandt Avenue,SB,01/25/2018,17,12,10,10,9,35,100,338,549,278,228,213,239,262,460,531,571,633,523,406,204,137,78,40
317,69696,River Avenue,East 150 Street,East 151 Street,NB,01/26/2018,27,46,26,16,20,35,81,153,222,260,228,239,279,231,296,314,371,362,359,272,224,187,117,108
317,69696,River Avenue,East 150 Street,East 151 Street,SB,01/26/2018,31,23,21,9,16,42,85,210,171,148,171,203,265,187,213,248,266,284,310,270,231,158,120,97
318,70607,East 163 Street,EAGLE Avenue,CAULDWELL Avenue,EB,01/26/2018,145,117,95,99,156,266,369,590,505,590,557,535,545,516,589,700,703,676,638,621,491,424,364,272
318,70607,East 163 Street,EAGLE Avenue,CAULDWELL Avenue,WB,01/26/2018,145,117,64,56,78,154,369,501,532,532,435,421,501,530,571,552,634,524,508,493,347,368,278,242
319,78940,East 174 Street,Hoe Avenue,Vyse Avenue,EB,01/26/2018,40,23,20,17,14,48,112,219,263,290,262,322,350,268,275,235,289,286,305,253,216,109,79,72
319,78940,East 174 Street,Hoe Avenue,Vyse Avenue,WB,01/26/2018,81,32,34,28,27,52,213,436,454,335,266,411,435,369,373,416,458,349,312,337,261,246,195,146
320,69836,East 149 Street,Park Avenue,Morris Avenue,EB,01/26/2018,160,53,40,29,23,96,442,692,666,528,372,391,514,557,562,682,633,573,537,515,465,352,288,193
320,69836,East 149 Street,Park Avenue,Morris Avenue,WB,01/26/2018,327,201,175,139,131,219,481,754,854,632,583,624,576,589,555,680,735,670,691,614,521,499,383,392
321,111203,Exterior Street/135 Street,3 Avenue,East 138 Street,SB,01/26/2018,655,441,297,292,488,867,948,1120,1164,1059,800,1042,1073,1228,1309,1211,1120,1203,1350,1133,1162,1165,1108,948
322,151663,Woodhaven Boulevard Main Road,97 Avenue,101 Avenue,NB,01/26/2018,400,231,184,165,196,331,751,1088,1049,904,916,996,1017,1219,1495,1519,1518,1615,1489,1337,1222,1034,866,647
322,156005,Woodhaven Boulevard Main Road,97 Avenue,101 Avenue,SB,01/26/2018,380,225,148,125,184,302,679,1047,1049,877,874,921,1019,1403,1356,1475,1629,1685,1581,1267,1006,825,816,651
322,151662,Woodhaven Boulevard Service Road,97 Avenue,101 Avenue,NB,01/26/2018,157,63,37,31,64,170,378,473,426,394,409,370,365,428,530,631,502,536,526,456,405,374,389,258
322,151664,Woodhaven Boulevard Service Road,97 Avenue,101 Avenue,SB,01/26/2018,75,48,32,25,38,97,219,322,312,199,218,277,252,320,393,287,282,307,351,309,220,195,154,130
323,176365,Bedford Park Boulevard Main Road,Grand Concourse,Valentine Avenue,NB,01/26/2018,59,39,34,20,43,88,181,296,349,296,233,238,263,274,333,380,329,335,281,224,189,169,135,119
323,176365,Bedford Park Boulevard Main Road,Grand Concourse,Valentine Avenue,SB,01/26/2018,100,57,48,20,44,70,123,226,250,232,210,230,245,230,316,379,363,375,360,298,273,248,228,172
323,154787,Bedford Park Boulevard  Service Road,Grand Concourse,Valentine Avenue,NB,01/26/2018,72,52,29,36,42,74,223,357,423,385,303,301,296,323,353,411,368,381,308,311,251,214,155,171
323,154501,Bedford Park Boulevard  Service Road,Grand Concourse,Valentine Avenue,SB,01/26/2018,90,60,44,38,51,81,167,370,340,247,226,260,227,264,323,385,376,358,339,248,224,219,158,155
324,107111,Southern Boulevard,East 163 Street,Aldus Street,NB,01/26/2018,103,73,41,40,43,84,154,232,317,302,301,239,291,315,282,294,407,402,462,404,298,248,205,173
324,107111,Southern Boulevard,East 163 Street,Aldus Street,SB,01/26/2018,110,91,83,52,85,178,279,386,376,362,317,245,249,97,250,348,325,312,307,306,323,265,215,171
325,101621,Douglaston Parkway,Maryland Road,Van Zandt Avenue,NB,01/26/2018,34,26,15,5,9,56,404,1033,834,402,478,472,506,545,688,637,609,829,597,418,213,127,95,64
