ID,Segment ID,Roadway Name,From,To,Direction,Date,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM
325,101621,Douglaston Parkway,Maryland Road,Van Zandt Avenue,SB,01/26/2018,29,14,6,2,17,32,98,303,566,393,256,247,264,284,485,617,584,584,518,416,225,161,95,79
317,69696,River Avenue,East 150 Street,East 151 Street,NB,01/27/2018,66,62,34,33,31,38,52,63,124,186,171,226,257,287,291,342,317,310,290,224,184,189,129,104
317,69696,River Avenue,East 150 Street,East 151 Street,SB,01/27/2018,50,23,23,10,21,22,38,63,87,119,165,187,211,225,255,282,267,293,246,250,196,149,110,81
318,70607,East 163 Street,EAGLE Avenue,CAULDWELL Avenue,EB,01/27/2018,294,214,184,155,174,172,202,283,365,431,474,513,546,562,559,585,582,611,580,574,490,519,412,413
318,70607,East 163 Street,EAGLE Avenue,CAULDWELL Avenue,WB,01/27/2018,238,194,189,207,210,157,211,278,363,397,457,527,464,504,499,527,525,506,462,472,503,400,370,285
319,78940,East 174 Street,Hoe Avenue,Vyse Avenue,EB,01/27/2018,45,32,26,22,39,39,81,100,167,209,250,263,338,242,221,311,311,277,270,216,223,198,160,132
319,78940,East 174 Street,Hoe Avenue,Vyse Avenue,WB,01/27/2018,108,68,64,57,51,35,65,105,157,190,227,273,370,351,403,375,330,350,353,226,0,159,211,101
320,69836,East 149 Street,Park Avenue,Morris Avenue,EB,01/27/2018,172,106,68,58,33,60,87,167,304,373,115,455,473,521,502,528,519,499,461,413,379,278,238,175
320,69836,East 149 Street,Park Avenue,Morris Avenue,WB,01/27/2018,300,203,176,189,152,164,201,312,454,481,518,545,609,617,664,662,748,633,558,546,461,435,387,306
321,111203,Exterior Street/135 Street,3 Avenue,East 138 Street,SB,01/27/2018,796,542,449,420,436,567,744,933,1002,946,1025,1039,1107,1214,1521,1363,1415,1369,1412,1232,1118,1011,1079,983
322,151663,Woodhaven Boulevard Main Road,97 Avenue,101 Avenue,NB,01/27/2018,522,377,262,241,218,262,367,544,681,764,832,1075,1142,1263,1298,1272,1415,1386,1315,1095,925,951,778,672
322,156005,Woodhaven Boulevard Main Road,97 Avenue,101 Avenue,SB,01/27/2018,472,341,252,172,197,218,341,399,590,711,797,926,1099,1124,1255,1312,1317,1209,1256,1185,1006,896,708,619
322,151662,Woodhaven Boulevard Service Road,97 Avenue,101 Avenue,NB,01/27/2018,128,124,71,58,72,77,144,209,265,284,319,417,410,449,481,515,552,564,465,376,358,311,302,194
322,151664,Woodhaven Boulevard Service Road,97 Avenue,101 Avenue,SB,01/27/2018,98,72,63,44,50,52,75,121,142,172,199,211,262,307,319,297,303,306,262,256,216,183,161,133
323,176365,Bedford Park Boulevard Main Road,Grand Concourse,Valentine Avenue,NB,01/27/2018,90,72,48,53,54,62,145,151,230,206,219,248,275,305,330,252,255,248,223,226,174,169,143,120
323,176365,Bedford Park Boulevard Main Road,Grand Concourse,Valentine Avenue,SB,01/27/2018,124,98,91,73,65,66,66,122,152,159,185,203,228,239,265,278,342,293,258,280,249,241,210,202
323,154787,Bedford Park Boulevard  Service Road,Grand Concourse,Valentine Avenue,NB,01/27/2018,119,118,70,56,57,66,95,123,153,241,231,239,266,295,300,285,294,309,303,270,247,209,197,172
323,154501,Bedford Park Boulevard  Service Road,Grand Concourse,Valentine Avenue,SB,01/27/2018,119,98,64,70,65,59,94,126,166,182,196,262,300,348,332,303,313,316,294,244,209,179,161,152
324,107111,Southern Boulevard,East 163 Street,Aldus Street,NB,01/27/2018,148,114,78,77,84,65,103,177,221,281,239,295,316,355,250,245,341,413,321,289,254,243,204,170
324,107111,Southern Boulevard,East 163 Street,Aldus Street,SB,01/27/2018,144,121,117,84,102,91,117,178,218,249,273,309,339,328,313,399,226,347,354,271,289,240,193,177
325,101621,Douglaston Parkway,Maryland Road,Van Zandt Avenue,NB,01/27/2018,50,32,17,20,8,19,25,79,151,304,353,403,354,300,254,272,270,262,251,228,154,118,92,74
325,101621,Douglaston Parkway,Maryland Road,Van Zandt Avenue,SB,01/27/2018,47,43,8,13,9,12,33,89,180,273,312,375,396,372,406,337,348,313,321,236,156,143,130,82
317,69696,River Avenue,East 150 Street,East 151 Street,NB,01/28/2018,96,54,45,44,33,28,38,37,78,103,134,183,219,256,272,294,286,313,227,182,163,128,113,71
317,69696,River Avenue,East 150 Street,East 151 Street,SB,01/28/2018,42,20,23,10,26,18,29,32,59,89,119,140,184,206,227,249,243,246,219,186,140,90,72,51
318,70607,East 163 Street,EAGLE Avenue,CAULDWELL Avenue,EB,01/28/2018,298,259,205,163,155,146,151,187,219,323,319,425,407,463,548,472,557,496,574,505,502,419,352,361
318,70607,East 163 Street,EAGLE Avenue,CAULDWELL Avenue,WB,01/28/2018,228,242,143,147,128,107,120,164,204,233,323,421,415,455,499,445,460,411,424,424,323,270,251,219
319,78940,East 174 Street,Hoe Avenue,Vyse Avenue,EB,01/28/2018,117,99,58,56,71,41,55,74,110,160,188,220,204,258,268,244,267,271,237,183,160,122,109,103
319,78940,East 174 Street,Hoe Avenue,Vyse Avenue,WB,01/28/2018,132,93,77,66,57,44,30,61,89,131,131,203,215,216,291,305,94,282,229,199,163,129,115,96
320,69836,East 149 Street,Park Avenue,Morris Avenue,EB,01/28/2018,124,102,83,52,36,33,76,113,152,203,245,256,314,365,414,404,399,342,347,303,234,144,89,80
320,69836,East 149 Street,Park Avenue,Morris Avenue,WB,01/28/2018,301,247,210,200,144,149,155,249,224,301,325,336,405,484,495,557,508,472,502,481,366,330,338,266
321,111203,Exterior Street/135 Street,3 Avenue,East 138 Street,SB,01/28/2018,760,604,448,390,400,474,578,609,728,768,882,916,970,1253,1274,1455,1245,1188,1453,993,1010,847,713,619
322,151663,Woodhaven Boulevard Main Road,97 Avenue,101 Avenue,NB,01/28/2018,494,451,222,214,158,181,251,322,460,563,723,812,977,1008,1243,1334,1234,1075,992,1120,827,555,489,348
322,156005,Woodhaven Boulevard Main Road,97 Avenue,101 Avenue,SB,01/28/2018,466,395,285,219,217,199,226,285,340,482,633,772,898,1034,1201,1226,1169,1015,993,995,783,549,471,383
322,151662,Woodhaven Boulevard Service Road,97 Avenue,101 Avenue,NB,01/28/2018,172,120,72,79,73,60,71,124,177,233,317,321,381,420,423,436,407,373,328,318,252,212,173,122
322,151664,Woodhaven Boulevard Service Road,97 Avenue,101 Avenue,SB,01/28/2018,118,86,54,51,60,29,47,44,89,122,148,184,241,253,305,269,276,226,224,199,168,136,100,66
323,176365,Bedford Park Boulevard Main Road,Grand Concourse,Valentine Avenue,NB,01/28/2018,96,68,69,59,62,49,134,66,95,103,145,144,165,233,198,206,194,175,174,173,111,118,107,96
323,176365,Bedford Park Boulevard Main Road,Grand Concourse,Valentine Avenue,SB,01/28/2018,156,120,97,73,87,67,66,82,123,135,151,180,181,228,236,217,252,209,242,187,206,175,138,117
323,154787,Bedford Park Boulevard  Service Road,Grand Concourse,Valentine Avenue,NB,01/28/2018,132,100,87,54,72,80,50,88,97,132,161,190,183,206,235,227,271,221,264,221,183,169,131,105
323,154501,Bedford Park Boulevard  Service Road,Grand Concourse,Valentine Avenue,SB,01/28/2018,129,92,82,71,84,64,69,83,96,106,151,168,220,240,235,260,230,221,231,247,163,151,124,122
324,107111,Southern Boulevard,East 163 Street,Aldus Street,NB,01/28/2018,139,111,95,76,83,66,73,99,124,160,240,266,280,280,213,238,267,266,255,207,201,158,137,106
324,107111,Southern Boulevard,East 163 Street,Aldus Street,SB,01/28/2018,139,133,118,87,86,78,94,119,136,186,208,196,268,258,222,271,308,245,161,218,208,172,133,130
325,101621,Douglaston Parkway,Maryland Road,Van Zandt Avenue,NB,01/28/2018,50,28,15,21,9,11,21,47,69,167,205,246,251,246,208,232,257,219,191,147,128,97,44,32
325,101621,Douglaston Parkway,Maryland Road,Van Zandt Avenue,SB,01/28/2018,51,35,16,10,11,12,31,44,105,156,180,271,368,397,353,300,246,256,249,177,132,91,62,33
326,33411,11 Avenue,West 27 Street,West 28 Street,SB,03/03/2018,360,328,263,206,151,173,258,325,392,462,504,615,609,616,625,594,612,636,749,776,751,661,597,637
327,31123,Grand Street,Union Avenue,Lorimer Street,EB,03/03/2018,312,214,188,137,160,106,149,175,236,299,307,387,412,446,194,349,464,515,489,479,405,391,392,378
327,31123,Grand Street,Union Avenue,Lorimer Street,WB,03/03/2018,378,271,288,275,251,296,221,395,406,409,495,507,537,574,562,556,585,537,634,505,390,11,513,453
328,70896,167 Street,Audubon Avenue,St Nicholas Avenue,WB,03/03/2018,26,11,17,3,8,5,14,17,31,14,33,30,28,25,52,42,38,41,33,65,49,28,59,40
329,76510,31 Avenue,87 Street,88 Street,EB,03/03/2018,78,38,39,32,28,26,37,69,90,99,127,179,200,191,221,259,266,260,232,218,154,141,122,108
329,76510,31 Avenue,87 Street,88 Street,WB,03/03/2018,48,29,27,31,32,36,45,88,115,153,163,181,194,197,197,182,190,192,201,150,140,114,92,80
330,34178,West 42 Street,5 Avenue,6 Avenue,EB,03/03/2018,408,355,251,227,184,185,340,381,474,563,582,613,622,592,591,609,638,601,547,538,591,526,549,482
330,34178,West 42 Street,5 Avenue,6 Avenue,WB,03/03/2018,422,305,261,212,265,236,392,474,579,636,601,756,727,744,761,700,694,663,632,662,612,645,647,619
331,33968,8 Avenue,West 47 Street,West 48 Street,NB,03/03/2018,1341,1037,926,775,699,583,817,959,1126,1255,1340,1409,1427,1617,1532,1445,1398,1457,1478,1379,1602,1416,1489,1703
333,33615,11 Avenue,West 44 Street,West 45 Street,NB,03/03/2018,24,10,14,18,16,10,34,30,48,94,38,46,46,60,76,47,42,50,27,29,33,40,41,47
333,33615,11 Avenue,West 44 Street,West 45 Street,SB,03/03/2018,775,619,564,407,363,298,449,686,767,955,1022,1173,1213,1337,1350,1464,1417,1480,1458,1564,1531,1396,1378,1504
334,78760,Southern Boulevard,Jennings Street,East 172 Street,NB,03/03/2018,94,79,54,51,50,55,54,76,121,154,182,209,231,250,238,212,212,204,190,163,151,159,149,122
334,78760,Southern Boulevard,Jennings Street,East 172 Street,SB,03/03/2018,49,53,47,41,36,40,50,58,85,111,124,144,171,176,135,154,167,130,125,101,90,80,90,78
335,33850,9 Avenue,West 46 Street,West 47 Street,SB,03/03/2018,1528,1350,1034,999,777,534,759,928,1105,1256,1431,1590,1637,1699,1601,1655,1772,1753,1759,1823,1985,1977,1768,1887
369,78877,Westchester Avenue,East 167 Street,Home Street,WB,03/03/2018,338,297,217,195,208,174,221,386,451,537,549,669,592,660,697,661,708,673,680,670,653,571,481,505
369,78877,Westchester Avenue,East 167 Street,Home Street,EB,03/03/2018,265,256,150,166,197,159,184,282,371,489,539,626,566,665,687,759,687,716,602,584,522,435,378,422
372,131907,47 Avenue,189 Street,190 Street,EB,03/03/2018,5,1,1,0,0,1,3,4,13,17,10,19,26,25,29,21,23,29,20,19,14,11,8,5
372,131907,47 Avenue,189 Street,190 Street,WB,03/03/2018,3,1,3,0,0,0,2,1,8,8,7,12,13,18,20,10,10,9,15,20,6,7,1,1
326,33411,11 Avenue,West 27 Street,West 28 Street,SB,03/04/2018,585,547,442,351,223,142,190,229,366,511,551,630,629,676,688,606,582,543,478,529,433,398,377,249
327,31123,Grand Street,Union Avenue,Lorimer Street,EB,03/04/2018,440,171,223,208,183,91,76,115,129,113,216,231,298,368,425,512,503,411,496,482,411,307,267,212
327,31123,Grand Street,Union Avenue,Lorimer Street,WB,03/04/2018,493,396,377,323,241,242,263,289,357,384,405,494,532,537,482,468,481,561,475,449,378,328,294,303
328,70896,167 Street,Audubon Avenue,St Nicholas Avenue,WB,03/04/2018,29,33,34,24,19,18,23,47,99,58,43,27,30,40,35,38,41,37,54,41,29,37,19,20
329,76510,31 Avenue,87 Street,88 Street,EB,03/04/2018,95,87,76,51,53,26,30,37,47,95,144,135,141,183,188,194,191,211,165,169,138,105,70,39
329,76510,31 Avenue,87 Street,88 Street,WB,03/04/2018,74,58,52,33,38,33,29,52,93,106,138,171,189,164,186,200,170,156,140,115,90,99,78,41
330,34178,West 42 Street,5 Avenue,6 Avenue,EB,03/04/2018,449,454,336,274,283,102,209,274,350,432,559,546,574,552,572,553,582,542,581,539,512,472,463,372
330,34178,West 42 Street,5 Avenue,6 Avenue,WB,03/04/2018,594,469,348,313,256,223,294,341,455,586,599,653,655,674,671,696,664,610,558,592,555,536,481,440
331,33968,8 Avenue,West 47 Street,West 48 Street,NB,03/04/2018,1412,1282,1057,931,793,577,625,746,947,1098,1297,1427,1485,1475,1539,1505,1436,1481,1564,1415,1470,1514,1393,1149
333,33615,11 Avenue,West 44 Street,West 45 Street,NB,03/04/2018,34,15,3,2,4,11,10,20,23,39,61,74,46,54,55,43,31,40,32,34,40,11,11,5
333,33615,11 Avenue,West 44 Street,West 45 Street,SB,03/04/2018,1155,1101,799,649,472,329,481,583,732,1098,1144,1302,1287,1445,1253,1436,1407,1358,1383,1255,1137,875,775,725
334,78760,Southern Boulevard,Jennings Street,East 172 Street,NB,03/04/2018,103,116,72,69,82,77,59,66,87,113,121,152,152,162,181,194,185,178,149,148,127,105,107,70
334,78760,Southern Boulevard,Jennings Street,East 172 Street,SB,03/04/2018,66,77,63,46,60,57,49,62,60,66,84,86,119,111,110,107,95,117,103,96,71,62,56,48
335,33850,9 Avenue,West 46 Street,West 47 Street,SB,03/04/2018,1668,1585,1368,1183,909,574,564,677,945,1215,1391,1612,1644,1705,1709,1638,1734,1627,1655,1796,1767,1697,1583,1331
369,78877,Westchester Avenue,East 167 Street,Home Street,WB,03/04/2018,456,361,305,305,297,211,181,258,280,411,474,522,550,486,595,602,587,547,557,544,548,463,379,320
369,78877,Westchester Avenue,East 167 Street,Home Street,EB,03/04/2018,354,319,235,199,285,167,148,204,219,336,410,442,524,566,545,628,587,515,511,391,402,352,316,251
372,131907,47 Avenue,189 Street,190 Street,EB,03/04/2018,7,1,3,2,2,4,2,11,11,13,19,31,28,13,21,14,16,14,15,20,10,9,6,3
372,131907,47 Avenue,189 Street,190 Street,WB,03/04/2018,3,3,2,4,0,2,1,4,2,9,7,14,11,20,17,22,10,5,9,11,5,6,7,4
326,33411,11 Avenue,West 27 Street,West 28 Street,SB,03/05/2018,249,138,83,91,102,250,484,650,978,968,790,805,697,662,600,603,560,561,570,667,540,464,404,319
327,31123,Grand Street,Union Avenue,Lorimer Street,EB,03/05/2018,218,87,86,65,50,143,243,338,400,303,314,340,337,378,370,456,510,457,126,136,168,188,204,201
327,31123,Grand Street,Union Avenue,Lorimer Street,WB,03/05/2018,183,165,142,217,408,553,543,498,566,458,449,438,471,467,458,511,503,485,474,543,446,379,289,218
328,70896,167 Street,Audubon Avenue,St Nicholas Avenue,WB,03/05/2018,15,13,6,9,14,16,33,55,148,112,79,70,61,59,54,62,45,48,59,61,47,33,31,22
329,76510,31 Avenue,87 Street,88 Street,EB,03/05/2018,35,23,11,8,20,39,66,106,158,114,124,153,168,160,171,256,250,336,342,188,168,120,81,53
329,76510,31 Avenue,87 Street,88 Street,WB,03/05/2018,28,13,11,13,21,58,148,344,338,266,220,150,160,192,186,168,206,175,184,110,115,80,68,39
330,34178,West 42 Street,5 Avenue,6 Avenue,EB,03/05/2018,264,206,149,111,163,349,512,643,638,619,717,732,604,661,617,624,624,517,554,570,534,498,397,327
330,34178,West 42 Street,5 Avenue,6 Avenue,WB,03/05/2018,320,220,207,153,222,372,513,639,669,691,716,732,702,698,708,753,736,753,716,591,548,506,489,400
331,33968,8 Avenue,West 47 Street,West 48 Street,NB,03/05/2018,943,769,540,499,496,844,1323,1565,1335,1322,1418,1437,1348,1370,1355,1429,1457,1343,1484,1495,1517,1330,1511,1370
333,33615,11 Avenue,West 44 Street,West 45 Street,NB,03/05/2018,3,19,13,9,15,16,32,74,262,103,68,59,77,51,40,48,72,46,54,46,44,38,37,26
333,33615,11 Avenue,West 44 Street,West 45 Street,SB,03/05/2018,573,370,372,359,363,494,692,937,1042,1303,1301,1324,1212,1251,1475,1438,1247,1226,1270,1217,1349,1242,1199,1149
334,78760,Southern Boulevard,Jennings Street,East 172 Street,NB,03/05/2018,68,69,40,36,44,38,94,199,264,213,200,202,213,195,261,247,275,293,238,153,130,107,67,68
334,78760,Southern Boulevard,Jennings Street,East 172 Street,SB,03/05/2018,47,35,28,33,34,38,97,170,206,171,151,162,132,145,138,172,168,160,117,96,78,82,52,43
335,33850,9 Avenue,West 46 Street,West 47 Street,SB,03/05/2018,1055,812,526,483,506,607,1043,1255,1423,1499,1465,1440,1547,1544,1544,1588,1621,1767,1888,1895,1774,1666,1755,1305
369,78877,Westchester Avenue,East 167 Street,Home Street,WB,03/05/2018,295,181,135,113,162,251,544,827,798,710,553,620,609,600,690,676,606,579,548,570,512,415,327,305
369,78877,Westchester Avenue,East 167 Street,Home Street,EB,03/05/2018,199,152,110,93,133,190,284,512,562,467,480,507,568,575,591,699,662,712,687,556,430,349,260,224
372,131907,47 Avenue,189 Street,190 Street,EB,03/05/2018,0,1,0,0,0,2,16,23,24,19,15,19,20,16,32,29,27,36,28,19,11,11,8,2
372,131907,47 Avenue,189 Street,190 Street,WB,03/05/2018,0,0,1,0,2,1,11,19,26,9,17,11,13,16,21,19,14,10,13,17,14,4,7,1
326,33411,11 Avenue,West 27 Street,West 28 Street,SB,03/06/2018,205,162,103,95,107,220,409,692,864,915,769,717,777,651,543,563,540,451,475,599,562,549,526,403
327,31123,Grand Street,Union Avenue,Lorimer Street,EB,03/06/2018,143,109,56,56,53,77,245,380,371,279,366,338,366,374,434,409,375,365,465,436,337,319,327,266
327,31123,Grand Street,Union Avenue,Lorimer Street,WB,03/06/2018,179,159,148,176,436,577,574,504,528,454,482,405,465,545,509,575,593,578,552,471,430,377,322,250
328,70896,167 Street,Audubon Avenue,St Nicholas Avenue,WB,03/06/2018,15,12,8,8,12,23,42,67,144,143,87,74,61,67,63,82,70,67,49,41,50,47,33,23
329,76510,31 Avenue,87 Street,88 Street,EB,03/06/2018,38,21,11,7,20,31,70,123,128,133,134,183,200,223,256,227,270,326,243,212,135,109,97,54
329,76510,31 Avenue,87 Street,88 Street,WB,03/06/2018,27,9,13,7,15,38,155,373,363,300,196,192,175,175,203,190,219,221,230,158,130,97,71,48
330,34178,West 42 Street,5 Avenue,6 Avenue,EB,03/06/2018,286,231,121,128,156,328,601,656,695,672,696,755,713,719,776,737,621,608,529,593,595,519,541,451
330,34178,West 42 Street,5 Avenue,6 Avenue,WB,03/06/2018,334,237,195,223,293,361,571,657,758,732,822,823,726,767,823,879,684,701,655,701,712,622,526,490
331,33968,8 Avenue,West 47 Street,West 48 Street,NB,03/06/2018,1171,825,597,533,570,869,1424,1549,1431,1271,1333,1460,1221,1324,1329,1295,1296,1333,1261,1451,1388,1368,1703,1611
333,33615,11 Avenue,West 44 Street,West 45 Street,NB,03/06/2018,17,14,15,30,35,20,67,77,110,260,89,80,90,72,60,83,56,55,78,66,52,48,31,19
333,33615,11 Avenue,West 44 Street,West 45 Street,SB,03/06/2018,804,475,378,315,325,547,880,1103,1281,1316,1358,1066,1163,1332,1430,1314,1231,1021,788,1311,1303,1348,1238,897
334,78760,Southern Boulevard,Jennings Street,East 172 Street,NB,03/06/2018,83,50,35,29,42,56,98,215,246,212,197,185,203,216,250,245,272,307,247,182,166,124,85,77
334,78760,Southern Boulevard,Jennings Street,East 172 Street,SB,03/06/2018,44,24,20,23,42,46,82,177,194,158,159,173,143,131,150,174,130,171,143,115,95,81,49,67
335,33850,9 Avenue,West 46 Street,West 47 Street,SB,03/06/2018,1145,852,623,490,498,667,1182,1300,1492,1469,1544,1435,1321,1563,1765,1711,1668,1856,1708,1895,1693,1685,1933,1843
369,78877,Westchester Avenue,East 167 Street,Home Street,WB,03/06/2018,208,160,132,92,128,248,561,816,775,787,828,662,632,680,699,749,693,654,660,582,550,445,399,325
369,78877,Westchester Avenue,East 167 Street,Home Street,EB,03/06/2018,158,110,100,62,108,170,277,458,601,472,483,493,512,573,619,720,689,662,651,598,490,385,318,240
372,131907,47 Avenue,189 Street,190 Street,EB,03/06/2018,3,2,1,0,1,2,16,39,41,30,18,19,18,22,29,40,28,35,35,11,23,7,14,6
372,131907,47 Avenue,189 Street,190 Street,WB,03/06/2018,6,1,0,0,0,4,6,22,18,12,15,16,15,16,23,20,17,29,25,16,17,7,6,5
330,34178,West 42 Street,5 Avenue,6 Avenue,EB,03/07/2018,385,226,150,115,163,243,402,447,490,502,526,530,540,506,469,447,416,373,356,341,309,329,315,283
330,34178,West 42 Street,5 Avenue,6 Avenue,WB,03/07/2018,421,264,134,119,188,275,405,575,662,678,676,677,604,688,632,578,566,457,450,382,357,354,329,343
369,78877,Westchester Avenue,East 167 Street,Home Street,WB,03/07/2018,228,194,114,114,139,183,405,621,563,508,477,435,449,443,541,458,406,324,287,264,234,206,161,176
369,78877,Westchester Avenue,East 167 Street,Home Street,EB,03/07/2018,195,117,97,86,100,149,222,389,435,411,427,401,462,481,489,539,453,334,261,187,195,174,128,136
372,131907,47 Avenue,189 Street,190 Street,EB,03/07/2018,2,2,1,1,2,7,18,22,28,7,25,22,12,18,25,25,16,10,4,9,5,4,1,0
372,131907,47 Avenue,189 Street,190 Street,WB,03/07/2018,2,0,0,1,1,2,11,12,10,14,7,7,10,7,10,24,5,9,6,3,3,1,0,0
330,34178,West 42 Street,5 Avenue,6 Avenue,EB,03/08/2018,208,147,109,97,112,243,521,654,640,614,669,691,749,671,752,680,612,552,561,577,551,510,532,487
330,34178,West 42 Street,5 Avenue,6 Avenue,WB,03/08/2018,236,191,115,132,148,235,460,599,694,630,709,665,598,605,640,806,774,737,623,582,575,568,562,489
369,78877,Westchester Avenue,East 167 Street,Home Street,WB,03/08/2018,125,121,102,69,103,196,448,719,705,551,551,562,646,590,568,637,619,649,599,617,542,435,360,328
369,78877,Westchester Avenue,East 167 Street,Home Street,EB,03/08/2018,110,70,63,51,93,139,221,457,560,457,424,459,501,410,616,651,752,780,696,569,396,325,343,252
372,131907,47 Avenue,189 Street,190 Street,EB,03/08/2018,0,4,2,2,0,0,1,6,10,12,9,10,17,14,26,19,25,22,22,21,13,6,4,1
372,131907,47 Avenue,189 Street,190 Street,WB,03/08/2018,0,0,0,0,0,0,1,2,1,1,1,1,0,3,2,4,0,3,6,2,1,1,0,0
326,33411,11 Avenue,West 27 Street,West 28 Street,SB,03/09/2018,332,283,161,147,132,206,405,631,855,903,765,520,520,511,497,543,399,432,519,600,639,474,496,581
327,31123,Grand Street,Union Avenue,Lorimer Street,EB,03/09/2018,277,177,139,28,3,20,176,355,329,321,317,374,379,377,367,440,420,448,454,441,369,353,350,292
327,31123,Grand Street,Union Avenue,Lorimer Street,WB,03/09/2018,230,252,249,294,425,558,576,533,541,480,460,467,474,481,518,535,536,497,548,567,524,523,466,384
328,70896,167 Street,Audubon Avenue,St Nicholas Avenue,WB,03/09/2018,11,7,6,4,9,21,47,79,118,102,62,67,59,58,84,49,49,73,36,50,51,53,29,22
329,76510,31 Avenue,87 Street,88 Street,EB,03/09/2018,53,35,24,14,27,17,59,128,153,131,98,132,148,173,264,306,345,334,308,174,149,117,93,86
329,76510,31 Avenue,87 Street,88 Street,WB,03/09/2018,39,23,15,14,28,67,129,275,338,208,136,162,196,179,271,187,230,239,205,168,121,102,107,43
330,34178,West 42 Street,5 Avenue,6 Avenue,EB,03/09/2018,431,320,223,181,183,361,599,656,657,647,675,679,639,592,610,623,497,434,440,459,579,514,462,483
330,34178,West 42 Street,5 Avenue,6 Avenue,WB,03/09/2018,418,315,254,242,247,322,538,588,678,679,641,596,607,679,667,654,627,637,592,678,652,588,497,478
331,33968,8 Avenue,West 47 Street,West 48 Street,NB,03/09/2018,1068,774,576,520,529,831,1085,1249,1200,1170,1216,1263,1280,1249,1373,1261,1146,1094,1277,1491,1397,1350,1399,1554
333,33615,11 Avenue,West 44 Street,West 45 Street,NB,03/09/2018,22,22,19,20,19,25,51,67,111,202,123,84,74,61,90,49,137,111,73,89,55,53,34,20
333,33615,11 Avenue,West 44 Street,West 45 Street,SB,03/09/2018,744,432,362,342,328,497,693,1041,1094,1275,1323,1072,1286,1197,1301,1245,1023,1270,1148,1279,1730,1246,1440,1294
334,78760,Southern Boulevard,Jennings Street,East 172 Street,NB,03/09/2018,69,52,38,32,43,44,91,185,260,198,186,184,202,202,286,304,296,308,252,214,173,181,139,108
334,78760,Southern Boulevard,Jennings Street,East 172 Street,SB,03/09/2018,42,36,23,26,33,44,106,192,225,177,145,138,138,161,208,221,174,163,136,131,109,102,99,77
335,33850,9 Avenue,West 46 Street,West 47 Street,SB,03/09/2018,1388,1035,764,579,554,602,1051,1254,1403,1513,1412,1571,1566,1586,1714,1430,1070,1067,1364,1442,1605,1673,1742,1839
369,78877,Westchester Avenue,East 167 Street,Home Street,WB,03/09/2018,248,165,150,122,159,237,494,789,721,660,629,646,580,661,702,682,624,658,606,604,638,545,515,413
369,78877,Westchester Avenue,East 167 Street,Home Street,EB,03/09/2018,189,140,125,76,106,184,292,491,653,522,469,531,540,572,696,667,724,748,763,496,237,490,441,357
372,131907,47 Avenue,189 Street,190 Street,EB,03/09/2018,1,1,0,0,2,1,8,19,22,20,20,16,18,15,27,27,29,24,22,24,8,10,10,6
372,131907,47 Avenue,189 Street,190 Street,WB,03/09/2018,0,0,0,0,0,0,1,0,3,3,3,1,0,2,1,4,1,2,2,3,1,1,1,1
326,33411,11 Avenue,West 27 Street,West 28 Street,SB,03/10/2018,603,435,361,278,189,164,298,318,393,450,495,547,601,651,603,731,739,708,820,814,812,595,658,695
327,31123,Grand Street,Union Avenue,Lorimer Street,EB,03/10/2018,356,275,211,175,166,111,142,200,228,258,301,352,397,373,473,459,471,440,423,443,403,399,389,354
327,31123,Grand Street,Union Avenue,Lorimer Street,WB,03/10/2018,370,333,270,278,232,342,374,378,403,454,443,507,540,526,507,417,549,530,524,518,520,518,483,550
328,70896,167 Street,Audubon Avenue,St Nicholas Avenue,WB,03/10/2018,14,17,7,7,12,18,16,22,35,26,21,35,23,36,41,62,45,26,42,43,32,28,23,16
329,76510,31 Avenue,87 Street,88 Street,EB,03/10/2018,66,62,28,26,21,24,31,54,104,117,168,188,199,182,224,203,270,265,185,176,172,122,102,96
329,76510,31 Avenue,87 Street,88 Street,WB,03/10/2018,24,16,18,10,12,11,32,103,139,147,210,194,212,238,252,139,181,216,211,167,159,108,100,77
331,33968,8 Avenue,West 47 Street,West 48 Street,NB,03/10/2018,1375,1178,1010,875,766,690,828,1023,1203,1170,1253,1342,1303,1234,1356,1489,1371,1432,1472,1515,1499,1496,1496,1802
333,33615,11 Avenue,West 44 Street,West 45 Street,NB,03/10/2018,37,19,15,24,22,34,29,48,70,94,73,35,64,58,52,50,58,37,42,17,16,16,21,20
333,33615,11 Avenue,West 44 Street,West 45 Street,SB,03/10/2018,929,811,663,539,486,364,529,644,883,806,986,1091,1364,1438,1351,1748,1602,1819,1611,1559,1541,1222,1483,1597
334,78760,Southern Boulevard,Jennings Street,East 172 Street,NB,03/10/2018,103,86,68,62,63,71,71,98,113,160,201,225,224,227,209,207,190,227,160,158,155,127,122,128
334,78760,Southern Boulevard,Jennings Street,East 172 Street,SB,03/10/2018,57,66,42,45,59,58,65,104,127,133,151,189,201,171,178,157,139,139,112,101,99,86,77,71
